Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
4,7,0,0,5,19,1,0,12,3,33,75,0,289,1,3.06,16.42,149,4,0.17,-1,31,1.75,0,0,normal
3,10,0,1,4,24,4,0,1,3,52,83,0,157,4,3.57,13.59,150.4,6,0.1,0.4,42,3.33,0,0,normal
6,8,0,1,0,23,1,1,5,4,58,99,1,315,6,2.33,10.35,157,6,0.08,7,39,1.33,0,0,normal
9,9,0,0,1,24,3,0,18,4,50,86,1,457,1,2.28,15.31,152.1,7,0.17,2.1,45,1,0,0,normal
2,6,0,2,0,16,1,0,15,5,30,73,1,280,1,1.65,15.22,150.9,12,0,0.9,27,3,0,0,normal
0,10,0,0,3,15,0,0,7,3,66,54,0,172,1,2.29,12.73,146.5,2,0,-3.5,25,0,0,0,normal
4,15,1,1,1,21,0,0,0,5,53,99,2,324,1,2.22,15.75,162,13,0.09,12,42,3.75,0,0,normal
4,11,0,2,0,14,0,1,16,4,67,36,1,490,0,2.63,15.6,152.8,2,0.08,2.8,31,2.75,0,0,normal
8,9,0,1,1,21,1,0,6,3,65,75,1,397,2,3.03,15.87,152.2,14,0.13,2.2,40,1.12,0,0,normal
5,9,0,3,0,24,1,1,10,3,52,46,3,436,3,2.15,14.51,149.4,4,0.09,-0.6,42,1.8,0,0,normal
4,12,1,0,0,24,0,0,6,3,53,67,1,329,3,1.34,15.25,155.3,10,0.12,5.3,41,3,0,0,normal
6,9,0,0,6,18,3,0,11,5,36,47,6,307,3,2.69,16.89,159.3,7,0.04,9.3,36,1.5,0,0,normal
9,7,1,1,2,27,1,0,8,2,69,35,0,262,5,3.2,15.9,159.3,7,0.07,9.3,46,0.78,0,0,normal
6,12,1,2,2,19,4,0,11,4,46,53,1,227,1,3.04,13.64,160.2,12,0.1,10.2,44,2,0,0,normal
3,13,1,1,4,18,1,1,6,5,55,92,1,413,2,1.64,15.05,155.2,6,0.09,5.2,37,4.33,0,0,normal
6,10,1,0,0,19,2,0,11,4,58,35,2,362,2,3.05,10.65,152.9,8,0.07,2.9,38,1.67,0,0,normal
2,11,1,0,1,18,1,0,18,5,45,90,2,492,1,2.82,12.37,152.8,12,0.15,2.8,33,5.5,0,0,normal
7,10,0,0,2,19,4,1,3,3,32,95,1,487,1,2.7,13.38,152.5,8,0.11,2.5,40,1.43,0,1,normal
3,7,0,1,2,23,1,0,15,2,38,47,1,344,2,3.53,13.06,155.1,6,0.07,5.1,35,2.33,0,0,normal
4,5,0,1,3,20,2,0,15,2,47,69,1,199,3,2.72,15.07,158.5,4,0.14,8.5,32,1.25,0,0,normal
4,10,0,0,2,22,1,0,5,6,34,82,0,222,4,1.16,12.13,149.1,5,0.14,-0.9,37,2.5,0,0,normal
5,10,1,1,2,20,2,1,0,2,67,71,2,473,1,1.46,15.44,135.7,13,0.11,-14.3,39,2,0,0,normal
5,8,0,1,2,17,2,0,19,4,43,91,3,144,4,2.47,14.43,154.1,6,0.15,4.1,33,1.6,0,0,normal
2,6,0,1,2,20,1,0,18,3,31,83,1,332,2,1.44,14.08,161.5,0,0.05,11.5,30,3,0,0,normal
6,6,0,1,2,20,0,0,15,4,36,63,0,290,2,2.98,13.62,160.8,1,0.11,10.8,33,1,0,0,normal
8,11,0,0,1,18,2,0,8,2,36,91,0,435,0,2.78,15.02,154.6,10,0.06,4.6,39,1.38,0,0,normal
6,12,1,3,3,9,1,0,17,3,52,94,1,496,2,2.7,16.09,155,10,0.17,5,32,2,0,0,normal
7,14,1,0,2,18,2,0,3,1,66,67,1,169,3,2.71,12.72,157.1,11,0.13,7.1,42,2,0,0,normal
5,5,0,3,3,20,0,0,17,5,31,48,0,309,0,2.98,14.29,161.8,11,0.05,11.8,33,1,0,0,normal
3,11,0,2,2,18,3,1,9,2,55,85,3,172,2,3.62,17.01,155.4,9,0.14,5.4,37,3.67,0,0,normal
6,12,1,1,4,24,6,0,9,1,36,77,1,455,3,2.38,13.04,149.8,10,0.12,-0.2,50,2,0,0,normal
7,8,1,2,2,13,3,1,3,3,59,36,1,101,1,1.9,18.21,139.2,13,0.05,-10.8,34,1.14,0,0,normal
7,12,0,0,2,21,2,0,4,1,63,89,3,485,1,1.56,10.95,151.1,1,0.08,1.1,42,1.71,0,0,normal
7,6,0,1,1,20,1,0,15,2,36,73,0,118,4,1.84,14.01,148.2,0,0.05,-1.8,35,0.86,0,0,normal
2,9,0,0,5,14,1,0,2,3,32,98,1,396,1,1.89,15.78,159.4,12,0.12,9.4,26,4.5,0,1,normal
5,11,0,3,1,17,2,0,9,1,49,35,0,381,3,1.26,15.09,149.8,8,0.1,-0.2,38,2.2,0,0,normal
5,8,1,1,2,16,3,0,14,1,35,59,1,171,0,1.76,16.65,153.6,2,0.12,3.6,34,1.6,0,0,normal
3,12,0,2,3,20,0,0,8,4,67,37,0,142,1,1.91,13.4,160.1,5,0.06,10.1,37,4,0,0,normal
2,14,0,1,4,28,2,0,1,3,30,85,1,114,4,2.63,14.1,143,1,0.09,-7,47,7,0,0,normal
10,10,1,0,1,17,3,0,7,3,35,56,1,280,6,1.46,15.81,151.4,4,0.09,1.4,41,1,0,0,normal
4,9,0,0,2,24,1,0,5,3,39,86,1,470,2,4.05,14.51,153.7,14,0.14,3.7,38,2.25,0,0,normal
7,10,1,1,1,19,0,1,15,2,50,96,3,378,3,3.19,11.85,155.5,12,0.12,5.5,38,1.43,0,0,normal
7,5,1,4,2,16,3,1,0,5,63,33,1,106,1,1.45,14.59,152.9,14,0.14,2.9,36,0.71,0,0,normal
4,10,1,0,0,17,3,1,9,4,38,66,0,459,1,1.55,15.2,151.8,13,0.09,1.8,35,2.5,0,0,normal
5,7,1,1,1,17,2,0,5,1,37,81,0,206,1,1.67,14.01,149.8,2,0.04,-0.2,33,1.4,0,0,normal
9,11,1,0,0,22,2,0,6,2,66,91,2,460,3,2.32,15.62,140.2,8,-0.05,-9.8,45,1.22,0,0,normal
6,9,1,1,1,20,1,0,12,5,63,64,2,347,3,1.71,11.54,147.6,8,0.13,-2.4,38,1.5,0,0,normal
4,12,0,1,0,28,1,0,12,1,51,58,0,343,1,2.52,14.46,150.4,8,0.1,0.4,46,3,0,1,normal
5,11,0,1,4,26,2,0,14,2,68,64,0,311,3,4.25,15.35,158.5,13,0.12,8.5,45,2.2,0,0,normal
7,12,1,1,1,16,2,0,4,2,65,52,0,495,1,3.35,14.07,158.4,13,0.05,8.4,39,1.71,0,0,normal
3,13,0,0,2,21,1,0,6,3,40,47,0,376,3,1.42,14.45,157.3,0,0.09,7.3,38,4.33,0,0,normal
2,10,1,1,5,12,2,0,9,4,45,85,1,281,0,1.47,14.92,142.2,12,0.08,-7.8,28,5,0,0,normal
3,14,0,0,2,20,4,0,7,3,52,31,1,299,0,1.1,14.93,140,7,0.03,-10,41,4.67,0,0,normal
3,11,0,0,4,21,1,0,19,3,43,44,2,328,4,2.55,15.08,161.6,14,0.13,11.6,36,3.67,0,0,normal
5,11,0,2,0,13,4,0,10,5,53,43,0,308,0,3.18,13.47,157.2,11,0.09,7.2,35,2.2,0,0,normal
6,9,0,1,2,21,2,0,17,3,52,49,1,409,4,1.54,13.58,162,0,0.14,12,39,1.5,0,0,normal
4,10,0,1,2,14,4,0,14,2,62,87,1,198,1,2.29,14.98,159.4,5,0.14,9.4,33,2.5,0,0,normal
8,9,0,0,1,12,1,0,9,4,59,99,1,203,2,2.8,13.7,152.1,12,0.02,2.1,30,1.12,0,0,normal
7,9,0,1,2,16,3,0,3,5,37,68,1,142,2,3.08,14.08,158.6,9,0.08,8.6,36,1.29,0,0,normal
2,10,0,2,3,23,2,0,14,4,44,40,1,250,1,3.86,15.66,143.6,12,0.18,-6.4,39,5,0,0,normal
8,13,0,1,1,20,3,0,8,3,30,42,0,249,2,1.6,15.49,147.9,13,0.04,-2.1,45,1.62,0,0,normal
2,5,0,2,0,17,1,0,11,2,54,94,1,443,3,3.17,15.65,139,10,0.07,-11,27,2.5,0,0,normal
6,12,1,0,2,16,4,0,14,3,42,60,0,313,1,2.82,16.1,147.5,14,0.1,-2.5,39,2,0,0,normal
4,7,0,1,2,20,2,0,9,5,30,79,0,154,3,3.43,15.85,150.3,9,0.14,0.3,34,1.75,0,0,normal
3,10,1,0,1,20,3,0,11,1,54,73,1,203,2,2.43,14.73,151,1,0.17,1,37,3.33,0,0,normal
5,4,0,3,3,16,1,0,14,1,68,49,0,219,0,2.22,14.6,149.1,12,0.11,-0.9,29,0.8,0,0,normal
1,14,1,0,2,26,2,0,0,3,69,44,2,488,2,2.95,15.68,151.2,9,0.07,1.2,44,14,0,0,normal
2,11,0,1,3,22,1,0,2,2,57,54,0,435,1,1.9,16.14,159.7,8,0.12,9.7,37,5.5,0,0,normal
8,9,0,0,5,23,3,0,9,1,63,67,2,371,4,2.13,14.42,152.2,5,0.11,2.2,43,1.12,0,0,normal
8,10,0,1,3,27,0,0,1,1,63,63,3,442,3,1.68,12.23,153,2,0.05,3,46,1.25,0,0,normal
4,8,1,0,1,20,5,1,10,5,60,59,1,339,5,3.84,12.49,146.6,11,0.12,-3.4,38,2,0,1,normal
3,9,0,2,3,22,2,0,18,3,34,67,0,318,1,1.93,11.73,141.7,0,0.14,-8.3,38,3,0,0,normal
2,13,0,1,3,18,2,0,19,1,68,51,0,388,2,1.15,13.09,147.9,10,0.1,-2.1,36,6.5,0,0,normal
1,14,1,1,3,18,1,0,9,4,35,80,2,149,1,1.29,14.12,146.3,7,0.16,-3.7,36,14,0,0,normal
7,14,1,1,2,27,3,0,1,0,43,59,0,159,4,1.02,13.18,142.3,10,0.04,-7.7,53,2,0,0,normal
4,6,1,3,2,16,1,0,5,5,63,75,1,211,2,3.59,14.26,160.8,12,0.04,10.8,31,1.5,0,0,normal
3,8,0,3,2,23,2,0,0,4,44,58,2,439,0,1.19,17.01,137,2,0.15,-13,39,2.67,0,0,normal
6,6,1,2,2,21,0,0,19,3,66,59,1,471,2,4.04,13.39,149.7,7,0.04,-0.3,36,1,0,0,normal
7,8,0,0,0,13,1,0,11,6,37,92,2,419,5,2.71,14.6,138.4,6,0.14,-11.6,29,1.14,0,1,normal
7,10,1,0,3,12,2,0,2,3,58,33,0,239,1,1.08,15.23,149.3,12,0.12,-0.7,32,1.43,0,0,normal
7,13,0,0,6,23,2,0,17,5,47,35,4,457,3,2.84,14.96,159.1,0,0.06,9.1,45,1.86,0,0,normal
7,9,0,2,0,18,2,1,2,6,33,43,1,398,2,2.27,15.76,151.5,11,0.06,1.5,38,1.29,0,0,normal
12,11,1,1,0,14,5,0,0,3,34,75,1,109,1,3.14,12.96,146.4,6,0.06,-3.6,44,0.92,0,0,normal
2,7,0,1,0,21,1,1,7,3,37,51,0,381,2,1.92,16.24,136.7,13,0.17,-13.3,32,3.5,0,0,normal
4,6,0,1,1,20,2,0,4,4,35,92,0,218,0,1.18,16.02,148,4,0.03,-2,33,1.5,0,0,normal
4,11,1,1,4,18,2,0,4,4,33,79,2,215,1,3.42,16.7,158.3,11,0.17,8.3,37,2.75,0,0,normal
5,8,0,1,5,20,0,1,18,5,58,69,0,324,2,1.35,15.49,157.1,11,0.12,7.1,34,1.6,0,0,normal
6,6,0,1,0,17,1,1,0,0,64,51,1,135,3,1.34,12.37,154.8,6,0.02,4.8,31,1,0,0,normal
5,10,0,0,3,19,2,1,6,3,56,54,2,366,1,1.16,14.91,149.7,5,0.05,-0.3,36,2,0,0,normal
3,5,1,0,4,16,1,0,16,4,60,83,2,215,1,1.93,16.06,139.5,13,0.17,-10.5,26,1.67,0,0,normal
3,13,1,2,2,17,2,0,5,4,39,75,0,339,1,2.35,14.87,146.2,2,0.05,-3.8,38,4.33,0,0,normal
2,9,0,1,3,13,2,0,6,3,56,85,2,401,1,2.59,16.06,156.1,5,0.09,6.1,27,4.5,0,0,normal
6,13,0,1,1,20,1,1,16,2,50,32,1,259,1,1.88,14.53,146.4,9,0.15,-3.6,41,2.17,0,0,normal
3,12,0,0,2,21,1,0,3,4,62,32,1,349,2,2.45,19.35,146.8,1,0.12,-3.2,37,4,0,0,normal
2,8,0,0,1,21,2,0,6,4,48,46,3,105,2,1.98,15.49,139.8,5,0.07,-10.2,33,4,0,0,normal
8,5,0,1,1,20,1,0,13,1,33,36,1,350,3,1.47,15.62,154.4,12,0.05,4.4,35,0.62,0,0,normal
5,10,1,0,2,18,3,0,8,3,65,50,2,339,1,1.13,13.25,152.5,2,0.08,2.5,37,2,0,1,normal
6,7,0,1,4,23,4,1,0,4,34,43,1,209,7,2.77,13.91,149.9,3,0.1,-0.1,41,1.17,0,0,normal
8,9,0,3,3,23,1,0,15,3,34,60,1,430,2,2.07,14.89,150.9,6,0.09,0.9,44,1.12,0,0,normal
8,9,0,1,2,29,0,0,6,5,52,51,4,233,2,4.4,13.18,154.3,7,0.04,4.3,47,1.12,0,0,normal
3,11,0,1,1,15,1,0,9,2,33,76,0,428,2,3.2,16.29,152.5,12,0.13,2.5,31,3.67,0,0,normal
5,11,0,0,2,22,1,0,4,9,64,59,0,381,0,2.27,15.29,147.6,2,0.13,-2.4,39,2.2,0,0,normal
6,9,0,4,3,15,1,0,1,5,62,32,1,134,3,1.51,14.64,135.7,8,0.09,-14.3,35,1.5,0,0,normal
9,11,1,0,3,23,2,0,13,2,30,40,2,109,3,2.38,14.19,154.7,14,0.03,4.7,46,1.22,0,0,normal
3,9,0,1,2,17,1,1,15,5,60,62,0,353,4,2.42,13.55,152.8,4,0.15,2.8,31,3,0,0,normal
3,9,0,1,3,23,1,0,8,3,57,41,0,120,2,2.19,11.84,146.3,5,0.12,-3.7,37,3,0,0,normal
9,13,0,0,4,25,1,0,8,3,43,84,0,206,2,3.24,15.99,154.6,9,0.12,4.6,48,1.44,0,0,normal
9,9,0,0,1,23,3,1,5,0,45,55,0,466,2,1.7,14.74,138.4,9,0.07,-11.6,44,1,0,0,normal
3,7,1,0,1,15,2,0,9,5,63,56,2,329,2,2.34,15.98,158.4,7,0.09,8.4,28,2.33,0,1,normal
4,9,0,4,2,25,0,0,3,4,66,82,0,315,4,3.83,15.15,157.9,10,0.12,7.9,42,2.25,0,0,normal
3,8,0,0,0,22,3,0,0,4,32,72,1,120,1,1.44,16.62,153.2,12,0.18,3.2,36,2.67,0,0,normal
1,10,0,0,4,20,3,0,9,5,55,65,1,138,4,3.41,12.75,141.9,8,0.16,-8.1,34,10,0,0,normal
2,7,1,1,1,13,3,0,15,3,36,86,2,337,0,3.77,16.86,152.6,7,0.16,2.6,27,3.5,0,0,normal
3,8,0,1,5,21,0,0,16,0,35,50,1,106,0,1.87,13.07,146.1,3,0.09,-3.9,33,2.67,0,0,normal
3,9,1,1,2,14,1,1,6,1,47,55,2,154,2,2.55,16.58,150.4,10,0.17,0.4,29,3,0,0,normal
3,15,0,2,6,20,1,1,16,5,34,62,1,169,4,2.17,16.37,160.8,1,0.09,10.8,41,5,0,0,normal
10,11,0,0,1,19,0,0,9,7,31,80,1,350,1,2.92,14.61,134.8,1,0.15,-15.2,40,1.1,0,0,normal
12,19,0,0,2,22,4,0,19,3,55,31,1,169,3,2.4,13.79,137.2,6,0.08,-12.8,57,1.58,0,0,normal
3,12,0,1,2,18,2,0,4,2,46,32,0,230,0,1.61,14.34,157.5,5,0.08,7.5,36,4,0,0,normal
7,7,0,4,1,18,3,0,11,3,30,80,0,264,2,1.75,14.75,153,0,0.14,3,39,1,0,0,normal
5,12,0,1,3,16,1,1,8,4,40,91,1,321,2,2.09,14.76,150.5,3,0.05,0.5,35,2.4,0,0,normal
4,8,1,3,4,16,1,0,19,5,40,40,2,223,2,2.42,16.16,145.1,3,0.06,-4.9,33,2,0,0,normal
4,11,1,1,2,21,4,0,2,4,58,86,0,225,1,1.72,15.08,158.6,10,0.1,8.6,42,2.75,0,0,normal
7,16,1,0,2,19,4,1,16,2,68,55,1,457,1,1.56,13.79,151,1,0.13,1,47,2.29,0,0,normal
7,9,0,1,2,23,3,0,19,1,30,98,0,298,3,2.61,14.94,152.2,8,0.09,2.2,43,1.29,0,0,normal
5,5,0,1,1,20,0,0,10,0,39,62,0,235,2,2.38,11.66,159.2,1,0.02,9.2,31,1,0,0,normal
12,9,1,1,4,17,0,0,13,1,67,43,2,490,1,2.54,16.68,136.5,10,0.08,-13.5,40,0.75,0,0,normal
9,7,1,1,1,17,1,0,5,2,30,54,2,300,2,1.35,13.17,159.4,1,0.08,9.4,36,0.78,0,0,normal
7,9,0,1,3,25,4,1,13,4,34,52,2,281,4,1.28,14.78,134,7,0.15,-16,46,1.29,0,0,normal
3,13,0,0,0,21,2,1,12,1,35,57,0,138,2,2.43,11.03,155.6,2,0.06,5.6,39,4.33,0,0,normal
5,16,1,0,0,30,1,0,15,1,37,73,1,237,3,1.76,14.97,156.6,12,0.08,6.6,53,3.2,0,0,normal
2,16,1,2,3,21,1,0,8,3,41,36,1,162,2,1.99,13.24,148.1,4,0.1,-1.9,43,8,0,0,normal
5,8,1,2,1,24,3,0,1,3,32,43,1,259,1,2.71,17.76,157.3,14,0.08,7.3,43,1.6,0,0,normal
6,9,0,1,0,24,2,0,8,2,58,67,1,271,2,1.67,12.11,155.2,6,0.02,5.2,42,1.5,0,0,normal
7,10,0,3,3,17,0,0,18,0,62,68,0,498,5,1.73,16.23,140.5,6,0.08,-9.5,37,1.43,0,0,normal
7,17,1,1,2,19,3,0,3,5,33,95,1,289,3,1.85,11.13,148.3,8,0.13,-1.7,48,2.43,0,0,normal
9,8,1,2,0,23,1,0,3,3,43,35,0,462,1,2.2,15.73,157.8,12,0.17,7.8,44,0.89,0,0,normal
2,10,0,1,0,19,3,0,0,3,47,50,2,292,4,1.34,15.6,161.3,14,0.13,11.3,35,5,0,0,normal
6,6,1,0,2,23,1,0,9,0,40,47,1,324,1,3.49,14.62,154.2,8,0.09,4.2,37,1,0,0,normal
4,7,1,0,4,12,1,0,11,4,51,34,0,472,2,1.76,14.88,157,2,0.1,7,25,1.75,0,0,normal
7,8,0,0,5,18,5,0,0,1,36,65,2,328,2,2.47,16.61,142,3,0.15,-8,38,1.14,0,0,normal
9,10,0,1,1,28,3,0,6,3,35,50,1,352,1,2.94,13.1,144.9,6,-0.01,-5.1,51,1.11,0,0,normal
6,14,1,0,1,23,1,1,4,2,45,39,1,311,0,2.26,14.1,156,10,0.08,6,45,2.33,0,0,normal
13,9,1,0,2,18,3,0,9,3,38,45,1,499,1,3.56,15.91,158.9,12,0.1,8.9,44,0.69,0,0,normal
4,13,0,2,1,15,4,0,11,2,44,91,0,388,3,2.17,13.17,146.6,7,0.04,-3.4,38,3.25,0,0,normal
5,9,1,3,5,26,0,1,1,5,42,88,0,395,3,1.81,15.7,155.3,14,0.03,5.3,44,1.8,0,1,normal
2,11,0,1,3,16,2,0,11,2,46,70,1,368,6,3.14,11.98,138.4,9,0.02,-11.6,32,5.5,0,0,normal
2,12,0,0,1,22,3,0,13,6,65,85,1,484,1,2.7,15.88,156.2,3,0.07,6.2,39,6,0,0,normal
10,7,0,1,2,16,2,0,16,2,49,38,1,103,2,3.42,13.15,153.6,11,0.08,3.6,36,0.7,0,0,normal
6,11,1,1,1,15,3,1,0,2,37,88,4,409,1,2.96,14.61,154.2,12,0.16,4.2,37,1.83,0,0,normal
3,10,0,0,1,21,0,0,5,3,57,84,1,429,2,2.13,15.33,131.1,14,0.11,-18.9,34,3.33,0,0,normal
4,7,0,3,3,22,2,0,5,1,32,92,1,255,3,1.53,11.86,158.3,14,0.14,8.3,38,1.75,0,0,normal
6,11,0,0,0,19,1,1,9,4,68,76,2,446,2,1.92,13.87,149.1,5,0.07,-0.9,37,1.83,0,0,normal
3,10,0,0,5,20,1,0,8,6,54,46,0,380,0,2.32,13.1,153.2,7,0.01,3.2,34,3.33,0,0,normal
3,12,0,1,1,18,1,1,0,0,41,42,2,125,2,1.89,14.95,160,0,0.06,10,35,4,0,0,normal
6,7,0,0,0,17,0,1,9,3,48,48,1,152,3,1.54,13.63,160.8,0,0.11,10.8,30,1.17,0,0,normal
4,8,0,1,5,24,4,0,8,3,55,86,0,386,1,2.05,15.8,150.9,9,0.11,0.9,41,2,0,0,normal
4,9,0,0,3,22,1,1,17,2,51,93,0,261,1,2.38,16.45,145.7,8,0.05,-4.3,36,2.25,0,0,normal
7,9,0,3,1,20,4,0,10,4,40,60,1,307,3,1.97,17.87,148.3,4,0.14,-1.7,43,1.29,0,0,normal
8,8,0,0,1,17,2,1,8,5,41,73,3,364,3,1.43,14.23,159.6,14,0.02,9.6,35,1,0,0,normal
5,7,1,0,3,15,3,0,0,2,31,31,0,234,1,2.3,12.42,142.7,8,0.11,-7.3,31,1.4,0,0,normal
3,14,0,0,2,14,1,0,13,5,33,46,0,170,2,3.17,14.33,160.8,4,0.07,10.8,32,4.67,0,0,normal
6,9,0,0,0,20,5,1,6,3,59,39,2,130,2,1.87,14.82,161.3,4,0.05,11.3,40,1.5,0,0,normal
6,3,1,2,1,21,4,1,7,0,63,84,3,191,0,2.55,12.62,148.4,3,0.13,-1.6,37,0.5,0,1,normal
5,8,1,1,1,15,1,0,14,4,68,64,2,164,2,2.89,14.26,142.6,14,0.11,-7.4,31,1.6,0,0,normal
4,6,0,0,1,20,2,0,11,2,34,81,0,135,4,2.25,15.93,140.8,12,0.11,-9.2,32,1.5,0,0,normal
6,12,0,1,4,21,2,1,7,1,36,30,0,441,1,1.56,16.59,156,11,0.1,6,42,2,0,0,normal
10,9,0,0,1,15,2,0,16,3,66,55,1,286,3,2.06,11.36,150.8,14,0.18,0.8,36,0.9,0,0,normal
11,10,1,0,1,14,2,0,7,6,35,67,0,477,1,2.18,15.56,122.7,12,0.04,-27.3,38,0.91,0,0,normal
3,13,0,1,4,15,1,0,6,2,42,94,3,469,3,4.11,13.95,147.5,11,0.09,-2.5,33,4.33,0,0,normal
6,12,1,1,1,25,4,0,7,3,41,38,1,218,1,2.11,15.46,127.9,1,0.1,-22.1,49,2,0,0,normal
6,16,1,2,2,22,0,0,3,2,30,87,0,249,2,2.46,13.89,159.6,13,0.1,9.6,47,2.67,0,0,normal
4,5,0,0,3,18,3,0,11,2,58,78,3,186,1,2.8,16.71,151.7,8,-0.09,1.7,30,1.25,0,0,normal
2,6,0,0,4,23,1,0,9,1,37,66,2,246,1,2.48,14.77,159.8,8,0.04,9.8,32,3,0,0,normal
3,6,1,3,5,19,1,1,1,4,47,99,0,269,1,2.31,12.47,153.9,1,0.08,3.9,33,2,0,0,normal
5,12,0,1,2,21,1,0,8,1,55,87,0,298,1,1.65,15.09,155.3,14,0.16,5.3,40,2.4,0,0,normal
4,9,0,2,1,18,2,1,0,0,68,80,0,173,2,2.34,12.28,142.7,3,0.1,-7.3,35,2.25,0,0,normal
4,12,0,2,0,16,5,0,5,2,60,39,3,236,1,2.29,13.81,145.3,13,0.03,-4.7,39,3,0,0,normal
2,8,1,0,2,21,2,0,13,0,38,70,3,381,2,1.35,17.75,158.5,10,0.09,8.5,34,4,0,0,normal
4,10,1,2,3,15,0,0,0,2,59,66,1,226,2,1.71,16.49,159.2,7,0.08,9.2,32,2.5,0,1,normal
7,8,1,1,0,16,1,0,4,4,52,48,2,224,3,1.65,16.21,157.6,0,-0.01,7.6,34,1.14,0,0,normal
9,13,0,0,1,15,1,1,19,7,38,87,0,197,3,3.99,14.26,151.2,10,0.17,1.2,38,1.44,0,0,normal
4,11,0,0,4,26,2,0,7,3,46,35,2,180,1,2.62,15.8,150.6,7,0.12,0.6,43,2.75,0,0,normal
11,11,0,2,2,21,1,0,1,4,46,69,0,367,0,1.1,13.51,148.8,11,0.08,-1.2,46,1,0,0,normal
9,11,0,0,3,27,2,0,8,3,47,34,3,430,2,1.57,14.01,156.7,11,0.05,6.7,49,1.22,0,0,normal
6,8,1,5,3,22,3,1,0,1,30,84,1,276,0,2.77,14.93,145.6,2,0.08,-4.4,45,1.33,0,0,normal
3,8,0,2,3,22,2,0,11,4,35,34,0,373,2,3.66,13.76,158.5,1,0.16,8.5,37,2.67,0,0,normal
3,10,0,2,3,23,1,0,4,3,43,88,3,168,3,3.94,13.24,156,8,0.11,6,39,3.33,0,0,normal
9,11,1,2,2,25,2,0,14,4,39,88,1,244,3,3.24,13.8,158.1,9,0.05,8.1,50,1.22,0,0,normal
6,8,0,1,0,25,2,0,0,3,66,76,1,398,3,1.06,14.76,127,1,0.18,-23,42,1.33,0,0,normal
3,15,0,2,1,18,2,0,10,4,65,93,3,256,1,2.56,12.43,143,0,0.03,-7,40,5,0,0,normal
12,13,0,1,0,19,2,0,7,3,69,49,1,275,3,2.34,13.72,152.5,5,0.13,2.5,47,1.08,0,0,normal
5,11,0,3,1,18,2,1,3,2,55,88,1,108,4,2.67,14.05,150.7,1,0.11,0.7,39,2.2,0,0,normal
8,9,0,1,3,23,4,0,6,1,42,79,0,436,4,2.58,12.03,141.8,5,0.01,-8.2,45,1.12,0,0,normal
6,10,1,0,0,16,5,0,6,3,69,90,1,341,2,1.6,12.45,161.4,5,0.09,11.4,38,1.67,0,0,normal
6,11,1,0,4,18,3,0,17,3,59,65,2,283,1,1.47,12.31,150.7,2,0.09,0.7,39,1.83,0,0,normal
4,11,1,2,1,16,0,0,0,3,64,62,1,280,1,3.03,14.73,159,10,0.13,9,34,2.75,0,0,normal
2,12,1,0,3,22,0,0,1,4,59,57,1,166,3,1.69,13.38,147.3,1,0.02,-2.7,37,6,0,0,normal
1,8,0,0,2,10,2,0,16,4,39,49,2,344,0,3.93,15.02,154.5,7,0.09,4.5,21,8,0,0,normal
9,13,0,0,0,15,0,0,6,4,38,31,2,147,1,1.99,13.3,147.2,2,0.11,-2.8,37,1.44,0,0,normal
5,10,0,0,2,18,0,0,10,0,48,57,1,169,3,3.63,13.18,160.6,12,0.06,10.6,33,2,0,0,normal
4,9,0,1,2,23,3,1,14,1,43,36,1,113,0,2.37,14.16,151.7,9,0.13,1.7,40,2.25,0,0,normal
5,6,0,2,3,22,2,1,16,4,50,72,1,309,3,2.69,16.79,159.3,14,0.15,9.3,37,1.2,0,0,normal
8,10,0,4,2,21,0,0,19,4,34,30,1,135,1,2.21,13.7,152.6,9,0.06,2.6,43,1.25,0,0,normal
9,7,0,0,2,21,1,0,16,5,51,65,1,320,1,2.25,13.39,148.9,14,0.16,-1.1,38,0.78,0,0,normal
5,7,0,1,5,22,2,1,5,1,59,55,0,452,2,1.35,17.03,149.4,7,0.08,-0.6,37,1.4,0,0,normal
11,9,0,0,3,23,0,0,7,4,41,60,0,200,3,1.69,12.67,158.1,14,0.1,8.1,43,0.82,0,0,normal
3,8,0,0,1,29,4,1,19,1,32,45,2,375,4,1.29,10.53,147.8,11,-0.02,-2.2,44,2.67,0,0,normal
5,9,0,1,1,22,1,0,3,1,57,92,0,313,0,2.5,15.65,148.3,8,0.16,-1.7,38,1.8,0,1,normal
4,5,0,0,2,20,3,0,1,4,62,98,0,486,1,2.39,11.61,153.5,8,0.18,3.5,32,1.25,0,0,normal
6,13,0,2,0,21,3,0,18,4,44,40,3,153,2,3.32,15.05,158.2,1,0.13,8.2,45,2.17,0,0,normal
7,9,1,2,2,27,1,0,14,3,48,91,1,210,5,1.06,14.89,136,10,0.01,-14,47,1.29,0,0,normal
2,8,0,3,4,19,0,0,5,2,58,30,0,251,0,3.18,12.88,158.3,11,0.05,8.3,32,4,0,0,normal
2,8,0,0,1,16,3,0,16,3,47,82,1,268,3,1.02,13.39,146.8,5,0.14,-3.2,29,4,0,0,normal
4,12,1,1,4,22,2,1,0,4,42,73,2,114,2,1.64,16.33,142.6,5,0.14,-7.4,42,3,0,0,normal
